# Jmax  =         2048
# Nmax  =          100
# N1max =           50
# L     =    0.40000000E+001
# sig   =    0.10000000E+000
# k0    =    0.20000000E+002
# x0    =   -0.50000000E+000
# dt    =    0.10000000E-004
#
# x              r(j)               real              aimag
   0.13281250E+000   0.80391985E-008  -0.79307024E-004   0.41828154E-004
   0.13671875E+000   0.62737488E-008  -0.72729953E-004   0.31370411E-004
   0.14062500E+000   0.48885360E-008  -0.66165981E-004   0.22596436E-004
   0.14453125E+000   0.38033634E-008  -0.59739408E-004   0.15315566E-004
   0.14843750E+000   0.29545691E-008  -0.53546037E-004   0.93483174E-005
   0.15234375E+000   0.22917002E-008  -0.47657127E-004   0.45275188E-005
   0.15625000E+000   0.17748382E-008  -0.42123030E-004   0.69899699E-006
   0.16015625E+000   0.13724517E-008  -0.36976503E-004  -0.22781269E-005
   0.16406250E+000   0.10596749E-008  -0.32235708E-004  -0.45314526E-005
   0.16796875E+000   0.81693140E-009  -0.27906876E-004  -0.61755691E-005
   0.17187500E+000   0.62883374E-009  -0.23986679E-004  -0.73125218E-005
   0.17578125E+000   0.48330735E-009  -0.20464296E-004  -0.80324291E-005
   0.17968750E+000   0.37089270E-009  -0.17323216E-004  -0.84142079E-005
   0.18359375E+000   0.28419111E-009  -0.14542768E-004  -0.85263717E-005
   0.18750000E+000   0.21742526E-009  -0.12099433E-004  -0.84278701E-005
   0.19140625E+000   0.16609129E-009  -0.99679286E-005  -0.81689464E-005
   0.19531250E+000   0.12668378E-009  -0.81221094E-005  -0.77919906E-005
   0.19921875E+000   0.96478932E-010  -0.65356903E-005  -0.73323724E-005
   0.20312500E+000   0.73363710E-010  -0.51828230E-005  -0.68192416E-005
   0.20703125E+000   0.55701565E-010  -0.40385394E-005  -0.62762859E-005
   0.21093750E+000   0.42227059E-010  -0.30790818E-005  -0.57224395E-005
   0.21484375E+000   0.31963299E-010  -0.22821372E-005  -0.51725379E-005
   0.21875000E+000   0.24157371E-010  -0.16269899E-005  -0.46379171E-005
   0.22265625E+000   0.18229933E-010  -0.10946074E-005  -0.41269562E-005
   0.22656250E+000   0.13735921E-010  -0.66767212E-006  -0.36455637E-005
   0.23046875E+000   0.10333985E-010  -0.33056867E-006  -0.31976099E-005
   0.23437500E+000   0.77627422E-011  -0.69337766E-007  -0.27853069E-005
   0.23828125E+000   0.58223704E-011   0.12839566E-006  -0.24095404E-005
   0.24218750E+000   0.43603547E-011   0.27351282E-006  -0.20701559E-005
   0.24609375E+000   0.32604769E-011   0.37550394E-006  -0.17662032E-005
   0.25000000E+000   0.24343205E-011   0.44257851E-006  -0.14961433E-005
   0.25390625E+000   0.18147287E-011   0.48177912E-006  -0.12580213E-005
   0.25781250E+000   0.13507749E-011   0.49909522E-006  -0.10496089E-005
   0.26171875E+000   0.10039026E-011   0.49957463E-006  -0.86852044E-006
   0.26562500E+000   0.74496775E-012   0.48743055E-006  -0.71230556E-006
   0.26953125E+000   0.55197664E-012   0.46614282E-006  -0.57852183E-006
   0.27343750E+000   0.40835816E-012   0.43855238E-006  -0.46479024E-006
   0.27734375E+000   0.30164706E-012   0.40694836E-006  -0.36883614E-006
   0.28125000E+000   0.22248170E-012   0.37314745E-006  -0.28851807E-006
   0.28515625E+000   0.16384258E-012   0.33856557E-006  -0.22184666E-006
   0.28906250E+000   0.12047491E-012   0.30428186E-006  -0.16699538E-006
   0.29296875E+000   0.88451204E-013   0.27109542E-006  -0.12230485E-006
   0.29687500E+000   0.64840777E-013   0.23957499E-006  -0.86282105E-007
   0.30078125E+000   0.47460246E-013   0.21010222E-006  -0.57596024E-007
   0.30468750E+000   0.34685590E-013   0.18290897E-006  -0.35069927E-007
   0.30859375E+000   0.25310778E-013   0.15810905E-006  -0.17672213E-007
   0.31250000E+000   0.18441627E-013   0.13572518E-006  -0.45057360E-008
   0.31640625E+000   0.13416224E-013   0.11571148E-006   0.52035419E-008
   0.32031250E+000   0.97453775E-014   0.97972078E-007   0.12118142E-007
   0.32421875E+000   0.70681273E-014   0.82376380E-007   0.16800573E-007
   0.32812500E+000   0.51185550E-014   0.68771358E-007   0.19724485E-007
   0.33203125E+000   0.37010735E-014   0.56991323E-007   0.21285268E-007
   0.33593750E+000   0.26720548E-014   0.46865547E-007   0.21809982E-007
   0.33984375E+000   0.19261953E-014   0.38224083E-007   0.21566520E-007
   0.34375000E+000   0.13864130E-014   0.30902073E-007   0.20771974E-007
   0.34765625E+000   0.99637364E-015   0.24742816E-007   0.19600171E-007
   0.35156250E+000   0.71497220E-015   0.19599839E-007   0.18188417E-007
   0.35546875E+000   0.51226349E-015   0.15338152E-007   0.16643455E-007
   0.35937500E+000   0.36646708E-015   0.11834873E-007   0.15046689E-007
   0.36328125E+000   0.26176637E-015   0.89793684E-008   0.13458726E-007
   0.36718750E+000   0.18669387E-015   0.66730190E-008   0.11923283E-007
   0.37109375E+000   0.13294854E-015   0.48287268E-008   0.10470527E-007
   0.37500000E+000   0.94531039E-016   0.33702338E-008   0.91198993E-008
   0.37890625E+000   0.67112373E-016   0.22313239E-008   0.78824848E-008
   0.38281250E+000   0.47573826E-016   0.13549601E-008   0.67629808E-008
   0.38671875E+000   0.33672152E-016   0.69239628E-009   0.57613141E-008
   0.39062500E+000   0.23796386E-016   0.20229577E-009   0.48739575E-008
   0.39453125E+000   0.16791459E-016  -0.15012132E-009   0.40949875E-008
   0.39843750E+000   0.11830503E-016  -0.39388548E-009   0.34169221E-008
   0.40234375E+000   0.83225282E-017  -0.55302961E-009   0.28313754E-008
   0.40625000E+000   0.58458097E-017  -0.64727886E-009   0.23295578E-008
   0.41015625E+000   0.40998823E-017  -0.69267555E-009   0.19026515E-008
   0.41406250E+000   0.28710147E-017  -0.70213899E-009   0.15420816E-008
   0.41796875E+000   0.20074132E-017  -0.68596163E-009   0.12397056E-008
   0.42187500E+000   0.14014430E-017  -0.65224472E-009   0.98793718E-009
   0.42578125E+000   0.97690301E-018  -0.60727726E-009   0.77981879E-009
   0.42968750E+000   0.67993087E-018  -0.55586273E-009   0.60905459E-009
   0.43359375E+000   0.47251477E-018  -0.50159849E-009   0.47001461E-009
   0.43750000E+000   0.32787125E-018  -0.44711258E-009   0.35771721E-009
   0.44140625E+000   0.22715830E-018  -0.39426279E-009   0.26779685E-009
   0.44531250E+000   0.15714161E-018  -0.34430257E-009   0.19646209E-009
   0.44921875E+000   0.10854032E-018  -0.29801801E-009   0.14044781E-009
   0.45312500E+000   0.74856297E-019  -0.25584002E-009   0.96964848E-010
   0.45703125E+000   0.51546939E-019  -0.21793510E-009   0.63649273E-010
   0.46093750E+000   0.35441717E-019  -0.18427824E-009   0.38512945E-010
   0.46484375E+000   0.24331223E-019  -0.15471054E-009   0.19896551E-010
   0.46875000E+000   0.16678249E-019  -0.12898433E-009   0.64258851E-011
   0.47265625E+000   0.11414957E-019  -0.10679788E-009  -0.30282148E-011
   0.47656250E+000   0.78007329E-020  -0.87821610E-010  -0.93860404E-011
   0.48046875E+000   0.53227231E-020  -0.71717477E-010  -0.13391288E-010
   0.48437500E+000   0.36263495E-020  -0.58152855E-010  -0.15639532E-010
   0.48828125E+000   0.24668501E-020  -0.46810121E-010  -0.16603091E-010
   0.49218750E+000   0.16755337E-020  -0.37392867E-010  -0.16652545E-010
   0.49609375E+000   0.11363207E-020  -0.29629533E-010  -0.16075181E-010
   0.50000000E+000   0.76945986E-021  -0.23275122E-010  -0.15090678E-010
   0.50390625E+000   0.52024552E-021  -0.18111486E-010  -0.13864328E-010
   0.50781250E+000   0.35121095E-021  -0.13946620E-010  -0.12518096E-010
   0.51171875E+000   0.23673641E-021  -0.10613279E-010  -0.11139781E-010
   0.51562500E+000   0.15933068E-021  -0.79671555E-011  -0.97905622E-011
   0.51953125E+000   0.10707080E-021  -0.58848352E-011  -0.85111407E-011
   0.52343750E+000   0.71842266E-022  -0.42616454E-011  -0.73267077E-011
   0.52734375E+000   0.48131159E-022  -0.30095159E-011  -0.62509178E-011
   0.53125000E+000   0.32196594E-022  -0.20549176E-011  -0.52890365E-011
   0.53515625E+000   0.21504575E-022  -0.13369268E-011  -0.44404056E-011
   0.53906250E+000   0.14341320E-022  -0.80544513E-012  -0.37003483E-011
   0.54296875E+000   0.95495890E-023  -0.41958855E-012  -0.30616228E-011
   0.54687500E+000   0.63491790E-023  -0.14625089E-012  -0.25155098E-011
   0.55078125E+000   0.42149049E-023   0.41161823E-013  -0.20526107E-011
   0.55468750E+000   0.27938000E-023   0.16383392E-012  -0.16634177E-011
   0.55859375E+000   0.18490138E-023   0.23849101E-012  -0.13387068E-011
   0.56250000E+000   0.12218624E-023   0.27821242E-012  -0.10697945E-011
   0.56640625E+000   0.80619816E-024   0.29311922E-012  -0.84869269E-012
   0.57031250E+000   0.53112728E-024   0.29095199E-012  -0.66818726E-012
   0.57421875E+000   0.34937573E-024   0.27755195E-012  -0.52186267E-012
   0.57812500E+000   0.22946908E-024   0.25725850E-012  -0.40408804E-012
   0.58203125E+000   0.15048490E-024   0.23323493E-012  -0.30997802E-012
   0.58593750E+000   0.98536927E-025   0.20773316E-012  -0.23533776E-012
   0.58984375E+000   0.64423218E-025   0.18230724E-012  -0.17659923E-012
   0.59375000E+000   0.42055532E-025   0.15798379E-012  -0.13075417E-012
   0.59765625E+000   0.27412028E-025   0.13539711E-012  -0.95287197E-013
   0.60156250E+000   0.17840069E-025   0.11489505E-012  -0.68111655E-013
   0.60546875E+000   0.11592823E-025   0.96621122E-013  -0.47509808E-013
   0.60937500E+000   0.75217554E-026   0.80577557E-013  -0.32078228E-013
   0.61328125E+000   0.48728890E-026   0.66672897E-013  -0.20678826E-013
   0.61718750E+000   0.31520359E-026   0.54757510E-013  -0.12395605E-013
   0.62109375E+000   0.20357906E-026   0.44649528E-013  -0.64969406E-014
   0.62500000E+000   0.13128418E-026   0.36153383E-013  -0.24030518E-014
   0.62890625E+000   0.84533524E-027   0.29072641E-013   0.34174677E-015
   0.63281250E+000   0.54347915E-027   0.23218539E-013   0.20925057E-014
   0.63671875E+000   0.34887843E-027   0.18415305E-013   0.31232930E-014
   0.64062500E+000   0.22361589E-027   0.14503126E-013   0.36435188E-014
   0.64453125E+000   0.14310952E-027   0.11339438E-013   0.38113859E-014
   0.64843750E+000   0.91447476E-028   0.87990525E-014   0.37448834E-014
   0.65234375E+000   0.58346154E-028   0.67735001E-014   0.35307012E-014
   0.65625000E+000   0.37169786E-028   0.51698965E-014   0.32314015E-014
   0.66015625E+000   0.23643143E-028   0.39095318E-014   0.28911424E-014
   0.66406250E+000   0.15016118E-028   0.29263407E-014   0.25402063E-014
   0.66796875E+000   0.95224227E-029   0.21653601E-014   0.21985537E-014
   0.67187500E+000   0.60294064E-029   0.15812413E-014   0.18785852E-014
   0.67578125E+000   0.38118779E-029   0.11368637E-014   0.15872677E-014
   0.67968750E+000   0.24062499E-029   0.80207399E-015   0.13277527E-014
   0.68359375E+000   0.15166305E-029   0.55256098E-015   0.11005939E-014
   0.68750000E+000   0.95445656E-030   0.36886854E-015   0.90465052E-015
   0.69140625E+000   0.59974946E-030   0.23554137E-015   0.73774638E-015
   0.69531250E+000   0.37628845E-030   0.14039438E-015   0.59714141E-015
   0.69921875E+000   0.23572694E-030   0.73894812E-016   0.47986092E-015
   0.70312500E+000   0.14744664E-030   0.28644562E-016   0.38291791E-015
   0.70703125E+000   0.92086901E-031  -0.10493743E-017   0.30345642E-015
   0.71093750E+000   0.57424623E-031  -0.19528424E-016   0.23883732E-015
   0.71484375E+000   0.35754916E-031  -0.30070933E-016   0.18668330E-015
   0.71875000E+000   0.22228528E-031  -0.35125745E-016   0.14489551E-015
   0.72265625E+000   0.13798217E-031  -0.36499828E-016   0.11165115E-015
   0.72656250E+000   0.85520952E-032  -0.35507833E-016   0.85389045E-016
   0.73046875E+000   0.52924824E-032  -0.33090365E-016   0.64788194E-016
   0.73437500E+000   0.32702702E-032  -0.29906772E-016   0.48742745E-016
   0.73828125E+000   0.20176469E-032  -0.26407340E-016   0.36335923E-016
   0.74218750E+000   0.12429224E-032  -0.22888978E-016   0.26814494E-016
   0.74609375E+000   0.76450473E-033  -0.19537778E-016   0.19564763E-016
   0.75000000E+000   0.46951954E-033  -0.16461221E-016   0.14090697E-016
   0.75390625E+000   0.28791512E-033  -0.13712277E-016   0.99944271E-017
   0.75781250E+000   0.17628388E-033  -0.11307227E-016   0.69592022E-017
   0.76171875E+000   0.10777004E-033  -0.92386501E-017   0.47347001E-017
   0.76562500E+000   0.65784081E-034  -0.74847372E-017   0.31245464E-017
   0.76953125E+000   0.40094139E-034  -0.60158327E-017   0.19758278E-017
   0.77343750E+000   0.24399352E-034  -0.47989142E-017   0.11703737E-017
   0.77734375E+000   0.14825625E-034  -0.38005559E-017   0.61757615E-018
   0.78125000E+000   0.89946664E-035  -0.29887956E-017   0.24853071E-018
   0.78515625E+000   0.54487191E-035  -0.23342218E-017   0.11293679E-019
   0.78906250E+000   0.32956501E-035  -0.18105196E-017  -0.13292512E-018
   0.79296875E+000   0.19903301E-035  -0.13946499E-017  -0.21279499E-018
   0.79687500E+000   0.12001801E-035  -0.10667937E-017  -0.24926142E-018
   0.80078125E+000   0.72261181E-036  -0.81015032E-018  -0.25742626E-018
   0.80468750E+000   0.43441120E-036  -0.61065679E-018  -0.24801107E-018
   0.80859375E+000   0.26075599E-036  -0.45667240E-018  -0.22848699E-018
   0.81250000E+000   0.15628053E-036  -0.33865758E-018  -0.20394013E-018
   0.81640625E+000   0.93521788E-037  -0.24886613E-018  -0.17772854E-018
   0.82031250E+000   0.55880211E-037  -0.18106165E-018  -0.15197661E-018
   0.82421875E+000   0.33338080E-037  -0.13026363E-018  -0.12794321E-018
   0.82812500E+000   0.19859141E-037  -0.92525182E-019  -0.10629314E-018
   0.83203125E+000   0.11811843E-037  -0.64741848E-019  -0.87294534E-019
   0.83593750E+000   0.70147494E-038  -0.44489703E-019  -0.70960663E-019
   0.83984375E+000   0.41595274E-038  -0.29889928E-019  -0.57149975E-019
   0.84375000E+000   0.24627092E-038  -0.19496862E-019  -0.45635311E-019
   0.84765625E+000   0.14558600E-038  -0.12206404E-019  -0.36150570E-019
   0.85156250E+000   0.85933677E-039  -0.71817524E-020  -0.28421105E-019
   0.85546875E+000   0.50645924E-039  -0.37937389E-020  -0.22182579E-019
   0.85937500E+000   0.29803202E-039  -0.15732836E-020  -0.17191765E-019
   0.86328125E+000   0.17511311E-039  -0.17380550E-021  -0.13231890E-019
   0.86718750E+000   0.10273342E-039   0.65826285E-021  -0.10114352E-019
   0.87109375E+000   0.60178606E-040   0.11064299E-020  -0.76781781E-020
   0.87500000E+000   0.35197338E-040   0.13018790E-020  -0.57881300E-020
   0.87890625E+000   0.20554875E-040   0.13370654E-020  -0.43321047E-020
   0.88281250E+000   0.11985528E-040   0.12760587E-020  -0.32182608E-020
   0.88671875E+000   0.69780945E-041   0.11623474E-020  -0.23721389E-020
   0.89062500E+000   0.40565219E-041   0.10246779E-020  -0.17339427E-020
   0.89453125E+000   0.23545511E-041   0.88138376E-021  -0.12560708E-020
   0.89843750E+000   0.13645823E-041   0.74356442E-021  -0.90094078E-021
   0.90234375E+000   0.78963916E-042   0.61739384E-021  -0.63911189E-021
   0.90625000E+000   0.45624166E-042   0.50577776E-021  -0.44769467E-021
   0.91015625E+000   0.26320765E-042   0.40952651E-021  -0.30902376E-021
   0.91406250E+000   0.15161404E-042   0.32817192E-021  -0.20956437E-021
   0.91796875E+000   0.87200228E-043   0.26052496E-021  -0.13902148E-021
   0.92187500E+000   0.50076406E-043   0.20504726E-021  -0.89621582E-022
   0.92578125E+000   0.28713492E-043   0.16009032E-021  -0.55539002E-022
   0.92968750E+000   0.16439030E-043   0.12404263E-021  -0.32441569E-022
   0.93359375E+000   0.93973125E-044   0.95413539E-022  -0.17133854E-022
   0.93750000E+000   0.53637494E-044   0.72874979E-022  -0.72792006E-023
   0.94140625E+000   0.30568252E-044   0.55275867E-022  -0.11847942E-023
   0.94531250E+000   0.17394424E-044   0.41639614E-022   0.23632521E-023
   0.94921875E+000   0.98829551E-045   0.31151896E-022   0.42255022E-023
   0.95312500E+000   0.56066173E-045   0.23143474E-022   0.50041331E-023
   0.95703125E+000   0.31757939E-045   0.17071174E-022   0.51141386E-023
   0.96093750E+000   0.17961435E-045   0.12498979E-022   0.48363085E-023
   0.96484375E+000   0.10143015E-045   0.90803429E-023   0.43563203E-023
   0.96875000E+000   0.57191363E-046   0.65423260E-023   0.37933276E-023
   0.97265625E+000   0.32198166E-046   0.46717721E-023   0.32206693E-023
   0.97656250E+000   0.18099607E-046   0.33035402E-023   0.26807142E-023
   0.98046875E+000   0.10158848E-046   0.23106632E-023   0.21953777E-023
   0.98437500E+000   0.56932086E-047   0.15962455E-023   0.17734737E-023
   0.98828125E+000   0.31857160E-047   0.10868763E-023   0.14157740E-023
   0.99218750E+000   0.17798948E-047   0.72733760E-024   0.11184252E-023
   0.99609375E+000   0.99293069E-048   0.47639577E-024   0.87520156E-024
   0.10000000E+001   0.55307095E-048   0.30348549E-024   0.67894588E-024
   0.10039062E+001   0.30759558E-048   0.18612036E-024   0.52245075E-024
   0.10078125E+001   0.17081132E-048   0.10788721E-024   0.39896324E-024
   0.10117188E+001   0.94708840E-049   0.56904768E-025   0.30244121E-024
   0.10156250E+001   0.52432639E-049   0.24648346E-025   0.22765126E-024
   0.10195312E+001   0.28983460E-049   0.50601787E-026   0.17017007E-024
   0.10234375E+001   0.15996908E-049  -0.61189043E-026   0.12633079E-024
   0.10273438E+001   0.88157489E-050  -0.11847833E-025   0.93141708E-025
   0.10312500E+001   0.48508705E-050  -0.14154064E-025   0.68194816E-025
   0.10351562E+001   0.26651243E-050  -0.14404330E-025   0.49574586E-025
   0.10390625E+001   0.14620175E-050  -0.13501797E-025   0.35773160E-025
   0.10429688E+001   0.80080175E-051  -0.12028396E-025   0.25614828E-025
   0.10468750E+001   0.43796031E-051  -0.10346617E-025   0.18190872E-025
   0.10507812E+001   0.23915630E-051  -0.86715809E-026   0.12804686E-025
   0.10546875E+001   0.13039658E-051  -0.71214920E-026   0.89264178E-026
   0.10585938E+001   0.70988487E-052  -0.57525054E-026   0.61560676E-026
   0.10625000E+001   0.38587527E-052  -0.45824685E-026   0.41938657E-026
   0.10664062E+001   0.20943212E-052  -0.36068008E-026   0.28167712E-026
   0.10703125E+001   0.11349506E-052  -0.28088836E-026   0.18600211E-026
   0.10742188E+001   0.61411249E-053  -0.21666657E-026   0.12027820E-026
   0.10781250E+001   0.33178461E-053  -0.16567017E-026   0.75709010E-027
   0.10820312E+001   0.17897891E-053  -0.12564806E-026   0.45939690E-027
   0.10859375E+001   0.96401723E-054  -0.94564159E-027   0.26415755E-027
   0.10898438E+001   0.51844782E-054  -0.70648806E-027   0.13900517E-027
   0.10937500E+001   0.27839577E-054  -0.52407722E-027   0.61146033E-028
   0.10976562E+001   0.14926484E-054  -0.38606883E-027   0.14686796E-028
   0.11015625E+001   0.79907905E-055  -0.28245260E-027  -0.11332827E-028
   0.11054688E+001   0.42712922E-055  -0.20522836E-027  -0.24377098E-028
   0.11093750E+001   0.22796393E-055  -0.14808356E-027  -0.29455941E-028
   0.11132812E+001   0.12148155E-055  -0.10609288E-027  -0.29873998E-028
   0.11171875E+001   0.64638580E-056  -0.75451829E-028  -0.27764716E-028
   0.11210938E+001   0.34340817E-056  -0.53248577E-028  -0.24467749E-028
   0.11250000E+001   0.18216576E-056  -0.37273411E-028  -0.20793037E-028
   0.11289062E+001   0.96485089E-057  -0.25862855E-028  -0.17203594E-028
   0.11328125E+001   0.51025935E-057  -0.17774187E-028  -0.13940503E-028
   0.11367188E+001   0.26943814E-057  -0.12085871E-028  -0.11107199E-028
   0.11406250E+001   0.14205760E-057  -0.81194683E-029  -0.87253558E-029
   0.11445312E+001   0.74783743E-058  -0.53790794E-029  -0.67712073E-029
   0.11484375E+001   0.39308570E-058  -0.35048182E-029  -0.51985402E-029
   0.11523438E+001   0.20630256E-058  -0.22373963E-029  -0.39527603E-029
   0.11562500E+001   0.10810837E-058  -0.13913871E-029  -0.29790734E-029
   0.11601562E+001   0.56565458E-059  -0.83520385E-030  -0.22268768E-029
   0.11640625E+001   0.29551575E-059  -0.47621909E-030  -0.16517787E-029
   0.11679688E+001   0.15415133E-059  -0.24978957E-030  -0.12161901E-029
   0.11718750E+001   0.80288110E-060  -0.11121957E-030  -0.88910703E-030
   0.11757812E+001   0.41753465E-060  -0.29919793E-031  -0.64547614E-030
   0.11796875E+001   0.21680591E-060   0.14806727E-031  -0.46538873E-030
   0.11835938E+001   0.11240536E-060   0.36781977E-031  -0.33324533E-030
   0.11875000E+001   0.58188918E-061   0.45096459E-031  -0.23697094E-030
   0.11914062E+001   0.30076745E-061   0.45619488E-031  -0.16731888E-030
   0.11953125E+001   0.15522394E-061   0.42054067E-031  -0.11727681E-030
   0.11992188E+001   0.79987830E-062   0.36666770E-031  -0.81574082E-031
   0.12031250E+001   0.41155362E-062   0.30787567E-031  -0.56281986E-031
   0.12070312E+001   0.21142983E-062   0.25148175E-031  -0.38495034E-031
   0.12109375E+001   0.10845346E-062   0.20108109E-031  -0.26080616E-031
   0.12148438E+001   0.55546653E-063   0.15803402E-031  -0.17484822E-031
   0.12187500E+001   0.28405974E-063   0.12242634E-031  -0.11583508E-031
   0.12226562E+001   0.14504368E-063   0.93675310E-032  -0.75692165E-032
   0.12265625E+001   0.73947795E-064   0.70900520E-032  -0.48661029E-032
   0.12304688E+001   0.37643412E-064   0.53141452E-032  -0.30664757E-032
   0.12343750E+001   0.19133308E-064   0.39477124E-032  -0.18838456E-032
   0.12382812E+001   0.97102060E-065   0.29084817E-032  -0.11184545E-032
   0.12421875E+001   0.49204424E-065   0.21262221E-032  -0.63215668E-033
   0.12460938E+001   0.24895289E-065   0.15428753E-032  -0.33024966E-033
   0.12500000E+001   0.12576724E-065   0.11115942E-032  -0.14842718E-033
   0.12539062E+001   0.63438834E-066   0.79529735E-033  -0.43479383E-034
   0.12578125E+001   0.31950685E-066   0.56509318E-033   0.13287094E-034
   0.12617188E+001   0.16067284E-066   0.39877173E-033   0.40668800E-034
   0.12656250E+001   0.80675581E-067   0.27945778E-033   0.50783159E-034
   0.12695312E+001   0.40446323E-067   0.19446229E-033   0.51290756E-034
   0.12734375E+001   0.20246656E-067   0.13433359E-033   0.46916346E-034
   0.12773438E+001   0.10119636E-067   0.92092508E-034   0.40479698E-034
   0.12812500E+001   0.50502606E-068   0.62627444E-034   0.33586663E-034
   0.12851562E+001   0.25165178E-068   0.42223492E-034   0.27086797E-034
   0.12890625E+001   0.12520554E-068   0.28200846E-034   0.21372125E-034
   0.12929688E+001   0.62199144E-069   0.18640348E-034   0.16568912E-034
   0.12968750E+001   0.30851948E-069   0.12177360E-034   0.12658253E-034
   0.13007812E+001   0.15279815E-069   0.78484168E-035   0.95498952E-035
   0.13046875E+001   0.75559817E-070   0.49781453E-035   0.71258604E-035
   0.13085938E+001   0.37307920E-070   0.30965657E-035   0.52649027E-035
   0.13125000E+001   0.18392827E-070   0.18790800E-035   0.38551116E-035
   0.13164062E+001   0.90538493E-071   0.11032549E-035   0.27994067E-035
   0.13203125E+001   0.44499523E-071   0.61792861E-036   0.20169572E-035
   0.13242188E+001   0.21838096E-071   0.32128575E-036   0.14424233E-035
   0.13281250E+001   0.10700683E-071   0.14541184E-036   0.10241698E-035
   0.13320312E+001   0.52353479E-072   0.45490800E-037   0.72212560E-036
   0.13359375E+001   0.25575075E-072  -0.76929111E-038   0.50565954E-036
   0.13398438E+001   0.12474571E-072  -0.32918341E-037   0.35165621E-036
   0.13437500E+001   0.60753543E-073  -0.42055687E-037   0.24286799E-036
   0.13476562E+001   0.29543024E-073  -0.42455291E-037   0.16655501E-036
   0.13515625E+001   0.14344175E-073  -0.38550425E-037   0.11339330E-036
   0.13554688E+001   0.69539818E-074  -0.32921610E-037   0.76616900E-037
   0.13593750E+001   0.33661141E-074  -0.26995311E-037   0.51355305E-037
   0.13632812E+001   0.16269022E-074  -0.21496619E-037   0.34129131E-037
   0.13671875E+001   0.78511155E-075  -0.16738096E-037   0.22471041E-037
   0.13710938E+001   0.37830197E-075  -0.12800694E-037   0.14643913E-037
   0.13750000E+001   0.18200494E-075  -0.96444833E-038   0.94333917E-038
   0.13789062E+001   0.87430920E-076  -0.71744040E-038   0.59965696E-038
   0.13828125E+001   0.41935734E-076  -0.52776983E-038   0.37525504E-038
   0.13867188E+001   0.20083563E-076  -0.38438895E-038   0.23039264E-038
   0.13906250E+001   0.96036120E-077  -0.27743117E-038   0.13808717E-038
   0.13945312E+001   0.45852790E-077  -0.19856147E-038   0.80163172E-039
   0.13984375E+001   0.21859199E-077  -0.14099896E-038   0.44480250E-039
   0.14023438E+001   0.10404951E-077  -0.99377283E-039   0.23002315E-039
   0.14062500E+001   0.49451920E-078  -0.69539403E-039   0.10462478E-039
   0.14101562E+001   0.23467325E-078  -0.48320317E-039   0.34466634E-040
   0.14140625E+001   0.11119400E-078  -0.33344966E-039  -0.23062139E-041
   0.14179688E+001   0.52606137E-079  -0.22853141E-039  -0.19481553E-040
   0.14218750E+001   0.24850138E-079  -0.15554549E-039  -0.25607408E-040
   0.14257812E+001   0.11720834E-079  -0.10512646E-039  -0.25870104E-040
   0.14296875E+001   0.55198281E-080  -0.70537597E-040  -0.23329712E-040
   0.14335938E+001   0.25955530E-080  -0.46973539E-040  -0.19724086E-040
   0.14375000E+001   0.12186292E-080  -0.31033562E-040  -0.15985844E-040
   0.14414062E+001   0.57128202E-081  -0.20329112E-040  -0.12570172E-040
   0.14453125E+001   0.26740336E-081  -0.13194764E-040  -0.96592740E-041
   0.14492188E+001   0.12497424E-081  -0.84775701E-041  -0.72873206E-041
   0.14531250E+001   0.58319184E-082  -0.53849947E-041  -0.54148883E-041
   0.14570312E+001   0.27173132E-082  -0.33760965E-041  -0.39717886E-041
   0.14609375E+001   0.12641694E-082  -0.20843004E-041  -0.28805184E-041
   0.14648438E+001   0.58722994E-083  -0.12630125E-041  -0.20681148E-041
   0.14687500E+001   0.27236319E-083  -0.74760928E-042  -0.14712961E-041
   0.14726562E+001   0.12613220E-083  -0.42906631E-042  -0.10378940E-041
   0.14765625E+001   0.58323129E-084  -0.23579229E-042  -0.72638370E-042
   0.14804688E+001   0.26927312E-084  -0.12120688E-042  -0.50456120E-042
   0.14843750E+001   0.12413164E-084  -0.55307076E-043  -0.34795512E-042
   0.14882812E+001   0.57135932E-085  -0.18984214E-043  -0.23827617E-042
   0.14921875E+001   0.26258714E-085  -0.22365647E-045  -0.16204525E-042
   0.14960938E+001   0.12049663E-085   0.84160821E-044  -0.10944785E-042
   0.15000000E+001   0.55209484E-086   0.11461359E-043  -0.73413797E-043
   0.15039062E+001   0.25257466E-086   0.11603916E-043  -0.48898832E-043
   0.15078125E+001   0.11537274E-086   0.10398009E-043  -0.32335874E-043
   0.15117188E+001   0.52620374E-087   0.87051665E-044  -0.21223191E-043
   0.15156250E+001   0.23963044E-087   0.69743553E-044  -0.13819870E-043
   0.15195312E+001   0.10896007E-087   0.54158681E-044  -0.89234768E-044
   0.15234375E+001   0.49468649E-088   0.41073440E-044  -0.57094986E-044
   0.15273438E+001   0.22424876E-088   0.30570020E-044  -0.36165751E-044
   0.15312500E+001   0.10150031E-088   0.22402910E-044  -0.22651993E-044
   0.15351562E+001   0.45871404E-089   0.16203124E-044  -0.14006170E-044
   0.15390625E+001   0.20699221E-089   0.11585507E-044  -0.85304307E-045
   0.15429688E+001   0.93261693E-090   0.81997612E-045  -0.51015301E-045
   0.15468750E+001   0.41955597E-090   0.57500439E-045  -0.29820449E-045
   0.15507812E+001   0.18845767E-090   0.39979735E-045  -0.16917373E-045
